SCHL,WAGP,FOD1P,OCCP,AGEP
16,0,,9920,18
22,133000,5901,1020,36
21,48000,2313,2310,38
2,,,,4
19,25000,,3645,25
19,15000,,4940,26
19,33000,,5860,43
17,40000,,9130,42
6,,,,10
14,0,,,83
23,124000,3606,3250,63
21,2000,5507,4720,39
20,0,,,88
16,51000,,9130,42
14,2500,,4060,17
7,,,,10
4,,,,8
16,0,,,35
23,0,3699,,68
21,20000,6108,5000,55
23,415000,6106,3010,58
16,0,,,49
20,40000,,8140,53
18,0,,,20
16,0,,,85
21,44300,6203,1006,52
19,0,,6130,19
20,45000,,6230,33
16,0,,,33
7,,,,9
3,,,,6
,,,,0
24,165000,3301,430,59
23,415000,2602,2100,57
22,150000,6002,430,58
21,150000,2408,1530,52
21,85000,5301,1530,56
16,15000,,310,45
9,,,,12
23,415000,5506,2100,45
24,45000,3601,1760,53
11,,,,13
7,,,,10
21,64000,2408,1006,22
21,66000,3700,1007,24
21,64000,2102,1007,24
21,65000,2408,1400,24
19,70000,,565,57
18,0,,,90
19,39000,,800,52
14,0,,,53
19,10000,,4760,52
16,0,,,73
16,0,,4800,61
22,0,2309,,81
16,0,,,77
16,63000,,7810,54
17,35000,,9640,58
22,85000,1501,1107,32
21,0,4001,,31
15,0,,,57
11,32000,,4250,28
21,68000,6107,3255,27
,,,,2
23,50000,3301,2100,41
17,56000,,8255,43
16,0,,,85
24,60000,5200,1820,33
22,0,5501,136,32
22,28000,5403,4760,61
20,34000,,9120,49
16,55000,,860,48
14,4100,,7840,17
16,80000,,3740,42
18,11000,,5700,39
14,0,,,17
19,15000,,5240,59
4,,,,8
12,0,,,60
16,41000,,530,55
21,110000,4101,110,41
22,139000,3700,220,37
13,1000,,3955,16
21,0,6107,3255,71
21,0,2312,,67
16,19600,,5240,54
16,67000,,6200,46
16,10000,,6260,21
16,0,,9920,19
12,0,,4140,20
19,90000,,5700,54
17,43000,,6660,63
16,71000,,4710,56
24,415000,6203,2200,57
22,0,2602,4700,50
16,0,,,18
11,0,,,15
22,0,3600,,76
16,0,,,72
21,0,5506,,43
16,0,,,62
16,28000,,5900,47
13,0,,6220,50
14,7500,,4720,18
14,1200,,4600,18
13,0,,4110,17
21,70000,6402,800,27
17,29000,,3930,21
13,17000,,5620,21
22,112000,6203,430,38
21,0,6107,,41
6,,,,9
4,,,,7
1,,,,4
21,0,5098,,64
19,106000,,430,46
18,3600,,4350,19
16,13000,,4430,51
20,42000,,220,27
13,0,,4600,16
21,77000,6203,800,44
20,0,,7750,47
8,,,,11
1,,,,5
19,125000,,7010,45
19,25000,,3420,47
22,53000,2407,9830,33
18,24000,,2750,25
21,105000,2406,430,54
21,0,6203,5860,51
13,2000,,3955,17
11,0,,,73
16,34000,,5700,72
21,0,6007,,73
16,35000,,3500,52
13,20000,,6420,49
21,48000,6203,5940,52
18,0,,3110,26
5,,,,8
21,70000,1903,110,34
19,2700,,5240,27
,,,,0
16,0,,,83
16,11200,,2540,79
21,120000,6107,2100,46
21,50000,5506,2630,30
23,50000,3600,3060,33
18,52000,,5700,42
18,28500,,4720,47
21,25000,6000,120,24
16,0,,4720,20
17,0,,,18
,,,,1
19,0,,,78
16,0,,,75
21,100000,5505,430,53
21,41600,6402,7200,29
22,65000,6207,800,27
,,,,0
12,0,,,72
15,0,,,77
16,39100,,5510,73
18,55000,,7330,59
21,88000,2304,120,61
18,33400,,140,37
16,45000,,8255,34
18,100000,,2145,59
12,0,,,23
22,90000,5200,2310,47
21,96000,2407,1007,50
22,415000,2408,300,53
12,0,,,54
21,70000,6203,7020,59
10,0,,,76
21,0,2311,,79
19,20400,,9140,72
16,10000,,8800,55
23,2000,6110,3060,31
1,3600,,4610,59
4,,,,7
24,95000,6402,2430,68
18,0,,,70
19,7000,,5240,19
19,28000,,6200,45
16,3800,,9120,46
16,10000,,8310,19
16,3000,,4130,18
14,0,,,16
21,0,2304,,75
15,8000,,5620,29
16,15600,,4110,20
19,0,,3740,56
20,35000,,5240,59
22,300,5200,2310,48
24,200000,3700,10,49
21,0,3301,,77
18,7300,,5810,54
13,0,,4140,23
19,80000,,5240,54
16,70000,,220,35
16,18300,,5140,43
21,0,6402,,94
21,115000,6203,430,54
16,18800,,4020,45
16,950,,3955,29
,,,,0
19,62000,,6355,40
19,33300,,3500,38
19,8400,,4760,19
11,,,,14
7,,,,10
22,70000,6001,430,43
,,,,1
21,0,2414,,71
16,0,,,50
18,46000,,430,31
20,13700,,2145,27
3,,,,7
1,,,,4
19,2400,,5630,70
19,23000,,350,57
13,2200,,4720,17
16,68000,,7315,56
19,21000,,4600,55
16,500,,4760,21
19,25000,,5300,34
18,5000,,4520,31
1,,,,3
22,0,2102,2320,46
23,0,5003,,62
19,0,,9920,20
14,0,,,16
22,87000,2407,10,61
16,0,,,67
21,98000,2405,1530,31
23,45000,3600,3060,28
19,50000,,6530,49
19,22000,,2540,49
19,19400,,4760,22
18,27000,,4720,20
13,1500,,6260,16
22,0,2304,,82
18,0,,430,61
21,6200,6200,2040,54
16,2800,,5700,54
21,32000,5506,4820,29
14,0,,,18
13,0,,,16
10,,,,13
6,,,,9
16,0,,,82
19,0,,,65
22,71000,2307,2310,62
16,80000,,5000,45
20,40000,,4700,44
18,3200,,4350,20
19,6000,,5700,21
22,107000,2102,1020,53
16,39600,,3930,31
18,0,,,94
21,65000,5200,430,34
16,12000,,4030,51
16,0,,,58
19,0,,,53
21,200000,6402,710,42
19,20000,,5400,36
2,,,,6
,,,,0
16,0,,,71
16,33000,,9120,52
10,,,,13
17,0,,,75
16,7200,,4700,55
16,1100,,5850,18
16,55000,,9130,58
15,0,,,79
14,0,,,80
18,0,,6230,51
22,70000,3600,2310,56
19,30000,,4220,61
17,30800,,5700,65
20,25000,,5140,33
16,47000,,9000,31
2,,,,6
1,,,,3
20,0,,,71
16,0,,,68
22,35000,6201,430,63
21,0,5507,,63
17,0,,6420,33
21,0,5507,,64
24,200,6402,2200,72
20,56000,,430,39
18,24000,,3630,37
2,,,,4
19,1100,,5260,60
10,43000,,7120,58
10,22000,,8320,54
19,58000,,3740,34
9,,,,12
7,,,,9
21,58000,6001,3740,32
21,31200,2308,5240,52
18,0,,,72
19,10000,,4600,38
9,,,,13
8,,,,12
22,53000,2309,2310,89
21,44000,4901,5820,54
19,35000,,5120,31
16,55000,,7420,28
3,,,,6
1,,,,4
23,0,5506,,72
24,150000,2400,2200,71
21,0,6107,,54
16,0,,,66
16,0,,,66
8,0,,,83
17,0,,,64
17,0,,,72
19,15000,,7630,65
19,0,,,40
19,7000,,4150,35
21,0,6107,,77
22,100000,2314,230,58
24,58000,5206,2200,43
24,0,3606,,62
24,6200,5200,2040,57
21,29100,6000,5260,48
16,36200,,1430,26
19,5200,,7800,19
22,67000,6402,2830,48
22,55000,6402,2400,41
16,99000,,410,36
21,45000,1902,4700,33
2,,,,5
2,,,,3
20,38000,,4010,22
20,26000,,4040,23
21,66000,6203,3850,35
1,,,,4
20,85000,,3255,61
19,18000,,9120,51
24,160000,5007,1760,39
22,0,6109,,39
4,,,,7
2,,,,5
17,0,,,60
16,0,,,89
16,5000,,3930,57
19,5400,,4700,53
23,175000,6402,350,42
22,110000,1401,420,39
3,,,,8
2,,,,4
13,20800,,520,28
1,,,,4
7,11200,,4250,56
9,11200,,4250,30
9,16600,,8965,28
9,7200,,4250,26
9,10000,,7200,19
9,4000,,4220,22
19,20000,,430,60
16,20000,,4760,54
21,72000,2102,1050,33
6,,,,8
22,131000,3600,110,55
22,203000,3600,360,53
5,,,,9
16,40000,,3800,38
19,19600,,2540,38
12,0,,,15
10,,,,13
1,,,,4
16,0,,,78
16,0,,,75
16,18000,,4465,73
16,15000,,5700,70
16,42600,,120,57
14,0,,,57
21,0,2399,,71
23,0,6402,,73
15,22800,,4610,51
16,30000,,2016,51
14,2300,,4250,19
22,0,2408,940,89
22,67000,6402,2430,54
19,77000,,3600,55
21,40000,6203,5240,41
13,0,,,15
16,35000,,9620,43
20,0,,,24
20,0,,2340,25
21,113000,2102,1010,42
21,1000,3600,710,42
3,,,,7
16,0,,,40
22,100000,2414,1320,46
21,0,6203,9920,47
13,0,,,16
11,,,,14
23,32500,6203,410,53
21,96000,2001,3050,34
16,36000,,7630,53
13,32000,,7630,44
21,86000,6107,3255,61
16,75000,,7130,45
19,0,,,47
9,,,,12
18,14200,,4720,23
21,92000,3601,220,37
16,2300,,4720,19
19,5000,,5810,20
22,50000,2400,4710,60
22,25000,6200,850,42
19,0,,,82
18,48000,,5700,32
7,,,,10
1,,,,3
19,0,,,33
16,6500,,430,34
8,,,,11
4,,,,7
1,,,,5
21,80000,6402,2830,56
19,0,,5400,26
20,81000,,5000,40
16,85000,,120,38
4,,,,7
21,127000,5506,1107,46
18,31800,,4760,45
19,96000,,2710,46
21,0,5200,2830,48
11,,,,14
8,,,,11
22,117000,2400,5810,30
22,35000,5507,850,29
16,0,,,68
22,0,6006,,80
16,0,,,63
24,112000,5507,1240,45
3,,,,6
18,32000,,3640,32
,,,,1
,,,,0
17,120,,9620,37
21,30000,2312,2310,25
21,58000,6105,2840,33
16,38400,,9150,41
4,,,,6
1,,,,4
,,,,1
20,96000,,4850,66
19,14000,,5240,64
20,62000,,5550,54
19,30000,,4200,52
19,126000,,430,52
19,155000,,430,50
22,105000,6402,420,37
19,78000,,6355,44
2,,,,4
20,1500,,4040,28
12,0,,,87
19,15000,,9130,24
16,37000,,5400,56
21,65000,6206,5410,57
19,40000,,5000,57
21,177000,5506,710,40
12,0,,,16
16,40000,,9000,53
18,9600,,5140,52
16,0,,,72
21,78000,6203,1006,26
16,30000,,4000,25
19,0,,,71
22,85000,5502,430,38
24,90000,5200,430,38
3,,,,6
,,,,1
19,25000,,4600,45
4,,,,7
21,40000,1901,340,46
21,60000,6206,800,45
21,90000,6203,5600,52
21,50000,6402,5810,41
21,15000,1901,5700,43
1,,,,4
22,95000,5507,1060,51
16,55000,,7330,50
21,0,5404,140,43
16,9000,,4760,17
21,85000,2100,430,40
18,0,,4510,39
7,,,,10
5,,,,8
16,40000,,5610,43
21,122000,2401,430,48
18,0,,,48
12,,,,14
11,0,,,83
1,0,,,53
22,0,5007,2310,50
22,28800,2602,2310,42
4,,,,7
19,79000,,6200,52
16,52000,,540,52
21,48000,3202,2160,25
16,30000,,4810,35
11,,,,14
16,30000,,4810,38
21,100000,2102,9030,52
22,120000,6107,350,52
17,15000,,4040,26
16,15000,,3600,30
3,,,,6
19,66000,,3850,39
19,15600,,9140,65
20,3300,,5850,67
6,,,,9
16,37000,,4700,52
16,0,,,18
21,165000,2311,1800,61
21,28800,5507,5940,47
21,0,3600,,59
2,,,,4
22,123000,2602,60,31
21,69000,1903,4920,32
,,,,0
17,0,,,83
16,0,,,54
21,0,2406,,88
21,0,6107,,81
3,20000,,6230,43
2,,,,5
21,2700,2406,5550,58
10,,,,12
7,,,,9
5,,,,6
16,4800,,4600,57
20,0,,2720,23
23,0,5501,2720,29
21,47000,2304,2310,25
1,0,,,88
22,100000,3700,2310,61
16,0,,,63
19,0,,,83
19,0,,5820,62
21,25000,6201,800,62
16,10000,,310,50
16,0,,9130,56
21,108000,5501,1020,54
21,64000,5507,540,52
19,1000,,220,50
18,0,,,62
16,65000,,4850,40
20,30000,,2540,38
8,,,,11
19,82000,,710,42
19,47000,,9620,41
21,45000,3301,220,29
21,50000,2304,2330,27
,,,,2
,,,,0
12,0,,9130,63
16,22000,,5160,58
16,26000,,6260,29
16,15000,,7340,25
12,16600,,9120,54
21,75000,2102,1020,38
21,54000,2313,2330,38
22,150000,6207,20,35
22,200000,5501,220,36
,,,,2
,,,,0
16,44000,,9130,31
20,67000,,9830,37
19,0,,,44
8,,,,12
7,,,,10
5,,,,8
14,0,,,27
18,100000,,430,42
22,60000,2300,230,37
22,55000,5505,940,39
21,72000,3600,1610,40
3,,,,6
1,,,,3
14,4000,,4760,48
11,3000,,4220,16
10,,,,14
16,28000,,5160,28
21,105000,5301,1020,32
21,102000,6201,7000,64
21,0,2304,,64
21,0,1901,2630,37
21,150000,3401,1107,52
6,,,,9
3,,,,7
22,145000,4901,10,52
21,25000,6103,1965,50
19,12300,,1050,22
15,0,,,76
21,130000,6402,930,49
19,110000,,1020,46
18,540,,4020,18
12,0,,,15
10,,,,13
19,0,,430,47
21,22000,6206,5820,48
19,35000,,5120,68
18,43000,,3800,49
16,0,,5700,55
16,0,,,67
11,0,,,70
16,0,,9920,47
11,0,,,94
13,0,,,90
17,15000,,7140,21
21,20000,4901,4760,53
21,0,2102,,44
16,0,,9620,21
16,0,,2000,18
14,0,,,17
12,0,,,16
8,,,,9
5,,,,6
2,,,,3
,,,,2
10,,,,12
22,0,2102,,68
21,0,2602,20,66
18,0,,,71
22,0,2901,,71
23,0,2418,,86
14,0,,,83
12,0,,,87
19,21000,,3800,43
16,12000,,5240,56
22,50000,5200,5700,27
23,0,3600,3060,33
21,0,5003,,94
16,34000,,950,30
18,25000,,4760,43
21,25000,6201,2310,33
,,,,2
19,0,,5000,60
16,30000,,9130,57
21,59000,3700,2320,36
11,,,,14
8,,,,11
20,49000,,3649,47
18,500,,4720,18
15,40000,,5700,57
16,59000,,9200,47
13,,,,14
21,65000,6203,520,28
22,38000,6005,2310,30
21,0,5506,430,63
20,0,,2340,61
16,46000,,9130,50
16,16000,,4720,46
15,7000,,4140,24
1,,,,3
13,0,,6220,49
18,0,,5240,46
22,80000,2304,2310,39
22,0,4101,220,37
6,,,,9
2,,,,5
18,18000,,4850,59
24,115000,5006,1650,63
20,17000,,4030,27
20,0,,,24
16,103000,,430,62
19,25000,,5000,48
16,2400,,9150,60
16,0,,9920,19
24,133000,2418,1020,48
21,96000,6205,1020,38
2,,,,5
,,,,2
16,35000,,5400,54
21,100000,6203,820,49
21,35000,3301,4800,25
21,75000,5200,2010,30
22,56000,2304,4320,29
21,134000,6201,120,57
21,0,3401,4760,51
21,57000,6205,4760,25
21,23000,5502,5820,23
16,55000,,3600,49
20,0,,,86
15,0,,,77
17,0,,5700,68
15,2500,,6360,45
19,40000,,3850,32
16,35000,,7810,29
14,0,,6230,25
1,,,,4
,,,,0
16,0,,2340,22
22,16900,2304,4700,60
21,100000,5200,4710,60
16,67000,,5120,60
21,600,6203,2310,43
19,65000,,5610,56
20,4800,,5820,22
13,0,,,16
10,,,,13
8,,,,11
20,25000,,4400,36
20,0,,,65
4,,,,8
19,0,,3220,61
19,5600,,5510,40
20,0,,4600,59
18,0,,7140,64
14,0,,9620,47
11,,,,14
10,,,,13
16,0,,,70
16,73000,,430,51
17,20000,,2800,55
22,8000,1104,4110,29
16,1500,,4760,18
21,32000,1902,2810,26
21,36000,6201,530,63
18,0,,4510,61
21,0,6201,,68
17,0,,,65
22,90000,5401,20,35
21,83000,5601,220,30
15,28000,,4720,31
16,500,,4020,16
6,,,,9
19,224000,,410,61
20,74000,,3220,48
18,25000,,5840,50
16,8000,,4220,19
16,415000,,7340,55
16,2000,,5620,25
5,,,,8
5,,,,6
,,,,2
21,30000,6000,4760,56
16,0,,6420,57
22,175000,2406,430,52
22,0,5404,2010,47
11,0,,,15
10,,,,13
21,108000,6203,110,35
20,4000,,1550,30
21,1600,5200,2160,74
21,48000,6203,20,39
10,0,,,84
17,0,,,78
21,137000,3402,4840,34
19,128000,,4710,32
13,0,,,54
22,12900,6002,4920,58
21,0,3700,4600,57
19,12000,,940,38
16,42000,,9600,42
11,,,,14
7,,,,10
12,9000,,9600,18
16,66000,,4700,50
20,70000,,5820,51
19,68000,,3710,36
19,12000,,5820,40
20,0,,,85
21,0,5507,,60
23,43600,3600,3060,61
13,0,,9560,66
13,0,,,65
16,0,,,26
21,22300,2304,6230,55
16,6300,,10,55
9,0,,,88
19,48000,,5860,52
12,0,,,15
21,95000,3606,110,31
22,0,2307,2310,30
1,,,,3
,,,,1
21,0,1401,,63
16,50000,,5860,57
18,97000,,630,52
18,58000,,6730,48
10,0,,6220,63
14,0,,4720,52
16,800,,6260,22
17,0,,6260,31
17,500,,5260,28
16,40000,,6200,30
9,,,,12
4,,,,8
3,,,,6
2,,,,5
19,75000,,7000,47
16,0,,,94
22,0,2300,,78
22,0,2311,,76
24,100000,2405,740,72
21,0,3600,,73
24,115000,2408,50,48
20,25000,,3420,46
14,0,,,16
4,,,,7
19,60000,,20,37
20,60000,,2145,31
,,,,2
,,,,0
14,25700,,4200,67
19,11500,,5400,51
24,98000,6002,2310,68
22,0,6002,,68
1,0,,,81
1,0,,4510,80
19,0,,,80
13,0,,,77
21,0,6206,,73
17,1700,,4720,81
16,0,,,86
19,66000,,310,59
17,0,,,65
22,35500,4801,2040,60
16,0,,,69
18,29400,,9130,40
18,19000,,4760,18
12,,,,14
16,0,,,94
21,51000,3401,9130,59
22,0,6203,7010,63
9,23000,,6515,47
9,12000,,4230,40
9,0,,,19
19,0,,,50
22,48100,1902,2830,30
21,60000,2400,1530,32
16,0,,430,55
16,0,,430,54
22,75000,2300,2310,61
14,0,,2760,17
21,99000,5503,4850,44
21,7200,5200,2540,44
12,,,,14
8,,,,11
18,53000,,5940,44
17,0,,6230,44
18,4400,,4720,20
13,22600,,2016,38
13,0,,,16
20,110000,,1050,61
19,2000,,8030,22
22,0,2408,,85
19,0,,,79
19,800,,6230,30
16,11000,,5510,58
20,36000,,1550,24
16,0,,,32
22,45000,2310,2310,49
22,160000,6002,230,48
16,0,,4600,17
11,,,,14
16,0,,,70
22,0,2309,,72
21,0,5505,,76
21,0,2300,,78
14,0,,9620,34
19,0,,5240,26
13,20000,,4250,25
19,500,,4760,20
20,80,,4610,22
19,26200,,3600,57
19,20600,,9000,25
11,0,,,51
1,0,,,77
13,0,,,65
16,0,,5700,63
21,55000,2405,5240,25
21,38000,5404,230,28
21,47000,1901,640,26
21,62000,6107,3255,25
12,0,,,81
21,600,5501,2310,65
21,40000,6199,310,65
22,45000,6206,310,53
19,48000,,3500,50
20,12600,,4760,22
14,1500,,4720,17
5,,,,9
19,42000,,5000,57
19,10000,,3600,33
21,0,5506,,80
16,0,,,90
21,0,6203,4920,45
16,60000,,3600,48
16,41000,,5620,40
16,5100,,2340,18
6,,,,9
21,0,2304,,74
16,0,,,74
16,0,,8810,52
16,35000,,4720,56
22,94000,3609,1220,59
24,130000,5200,430,57
12,0,,,90
19,0,,1010,51
21,47000,2102,5620,54
22,0,2408,,64
13,0,,,79
21,65000,2309,2310,51
20,10000,,5260,29
,,,,2
19,13000,,4230,36
11,,,,14
4,,,,7
2,,,,5
,,,,0
14,18000,,4220,40
18,0,,5120,49
1,20000,,6260,47
24,0,6402,2200,74
15,32000,,9140,36
16,17000,,9120,38
6,,,,9
4,,,,7
12,0,,,16
21,25000,6200,4510,42
16,33100,,565,53
18,34500,,5700,49
13,0,,,15
10,,,,13
16,45400,,3648,69
22,32200,6402,1050,48
22,74000,2501,110,62
19,20800,,430,50
2,,,,5
18,12600,,9130,50
19,31000,,5810,23
21,0,2901,,76
16,26000,,9610,54
19,5300,,740,32
21,0,3401,4920,47
16,3000,,4020,18
16,90000,,2900,63
21,28000,5003,2300,74
16,7300,,2300,72
20,98000,,430,43
21,30000,2309,4600,46
13,0,,,15
7,,,,10
21,49000,2304,2310,42
17,28000,,5510,40
8,,,,10
19,145000,,1530,56
16,45000,,136,53
21,70000,2408,4850,56
18,20000,,5120,57
22,63000,5502,740,27
15,7000,,4965,25
22,68000,6199,420,33
,,,,1
19,1200,,4650,62
21,34000,3606,3300,32
16,45000,,565,27
19,105000,,3258,54
18,20000,,2910,50
19,91000,,110,54
19,0,,3500,54
16,10000,,5240,31
12,18000,,4520,41
10,42600,,9620,46
13,380,,2340,19
11,,,,14
5,,,,9
17,6900,,4150,65
19,76000,,650,55
16,0,,,57
22,94000,5506,1310,54
21,74000,5506,2830,56
17,9500,,4720,18
11,0,,,15
19,33400,,120,36
19,22000,,5700,29
2,,,,3
22,0,2309,,87
22,0,6107,,84
22,185000,5506,630,36
22,0,6212,430,38
,,,,2
20,0,,3255,70
21,45000,2603,340,28
21,2000,2603,2340,27
,,,,2
,,,,0
10,0,,,17
21,1800,5506,5310,58
21,17200,3600,5700,56
21,80000,5098,4840,47
20,80000,,430,55
19,0,,5300,21
7,,,,10
21,35000,5200,5300,45
24,84000,5007,1760,61
21,22000,3609,4020,58
19,52000,,1050,32
21,47000,3401,530,27
20,0,,,28
20,60000,,1010,27
2,,,,5
19,72000,,5260,39
17,22300,,3930,48
21,13900,6207,4230,42
7,,,,10
6,,,,9
4,,,,6
22,117000,6001,3930,56
21,0,3301,3750,58
21,183000,2408,1106,50
21,0,6104,,50
16,0,,4720,18
16,0,,4720,18
21,20000,6203,5100,50
18,217000,,4720,18
21,0,6201,,79
24,84000,3700,2200,57
16,700,,4600,58
18,41900,,7750,57
16,0,,,87
16,0,,,86
12,0,,,94
16,0,,,82
15,0,,530,80
16,0,,,80
21,93000,5504,5860,38
20,67000,,4340,35
21,50000,6203,2900,47
18,19200,,5860,37
21,24000,2305,4720,39
21,50000,6199,1650,24
21,65000,6203,136,24
19,62000,,1107,67
16,0,,,65
20,30000,,6355,33
19,26000,,530,36
9,,,,13
8,,,,11
16,0,,8256,57
16,26000,,5610,59
20,40000,,830,34
18,50000,,5700,29
16,80000,,710,31
19,75000,,7420,60
19,55000,,136,56
21,10000,3202,2200,43
17,4800,,7830,41
16,6000,,4110,23
16,10200,,4110,18
21,75000,3600,910,42
22,116000,6200,820,37
5,,,,8
16,0,,,73
16,0,,5940,63
22,0,2311,,66
18,3000,,7200,68
16,4600,,2540,69
17,50000,,6440,56
22,60000,6203,2310,40
5,,,,6
11,,,,13
13,0,,,82
22,0,5503,4920,65
16,22900,,5860,61
18,0,,,69
16,0,,,65
19,28000,,230,31
6,,,,10
5,,,,9
16,42000,,5860,68
16,56000,,5400,36
11,,,,14
10,,,,13
16,48000,,9150,63
16,0,,3645,63
16,70000,,220,41
15,30000,,8610,38
19,0,,,82
18,50000,,5620,52
18,0,,9120,47
7,,,,10
23,18000,6200,2100,56
22,66000,5502,4920,56
16,41600,,7340,64
16,0,,9640,56
16,28000,,5700,46
18,85000,,1050,37
20,0,,5820,38
13,0,,,16
7,,,,11
16,64000,,6440,42
16,0,,4510,37
12,,,,14
8,,,,10
,,,,0
19,150000,,1105,50
23,0,6107,,53
24,68000,5200,2200,31
11,0,,,59
24,112000,5003,1920,38
21,0,3609,5940,43
1,,,,3
,,,,1
21,81000,6203,300,57
22,82000,2300,2310,57
20,39000,,3400,23
22,125000,2414,430,53
20,9000,,3255,54
21,4500,6107,3255,21
19,5000,,4110,19
16,18200,,5400,46
21,100000,2408,1060,46
21,83000,2105,1050,42
11,,,,13
7,,,,10
22,55000,2304,2330,43
20,50000,,2200,46
13,0,,,16
13,0,,,16
16,22000,,6420,30
16,0,,,27
4,,,,8
3,,,,6
,,,,2
,,,,1
18,68000,,5700,53
19,5300,,4040,25
19,2100,,4060,21
19,36400,,3510,50
16,95000,,6440,49
16,28000,,5260,20
22,51000,2603,2430,57
22,73000,5502,1105,59
16,0,,9130,42
17,40000,,3620,41
16,15000,,4720,20
13,0,,,16
3,,,,6
18,0,,5700,74
20,0,,,70
16,0,,,69
18,0,,4850,71
16,0,,,71
16,55000,,20,35
19,0,,4150,49
16,62000,,205,54
16,0,,4600,52
16,28600,,205,21
19,35800,,6355,44
16,30100,,3535,46
16,0,,,82
16,18000,,5400,47
16,0,,,40
16,0,,,40
17,17000,,4600,25
10,0,,,15
21,84000,2309,2320,48
13,0,,4110,48
17,500,,4760,24
16,55000,,5550,53
16,20000,,6260,41
16,3000,,310,19
16,45000,,9130,42
16,25000,,9600,32
24,115000,2408,430,49
16,42000,,5000,59
21,68000,6210,430,28
21,0,6209,,69
19,47000,,1107,56
13,0,,4250,38
22,0,2314,,76
21,40000,3202,4220,44
21,0,2408,,77
19,48000,,4920,65
20,0,,,56
16,23000,,6420,55
9,17000,,6260,51
16,0,,,23
24,151000,3600,150,58
19,0,,,79
9,20000,,4110,29
9,20000,,4030,28
9,26000,,6420,30
19,0,,,84
18,0,,,75
21,10200,6203,710,67
21,0,2300,,72
16,0,,,67
16,19800,,4030,61
21,0,6107,,63
21,58000,6402,3540,65
19,60000,,7700,30
22,35500,6107,430,42
22,140000,4901,110,41
7,,,,10
4,,,,7
16,0,,,75
16,0,,,75
19,130000,,3400,45
21,60000,6104,3110,44
13,0,,,15
10,,,,12
21,0,2001,9140,55
15,0,,9920,37
11,,,,14
8,,,,12
3,,,,7
21,77000,5007,3255,39
,,,,2
21,51000,5301,2010,30
15,0,,8965,30
,,,,1
20,50000,,650,39
19,79000,,3850,38
2,,,,4
,,,,2
21,150000,2400,430,42
19,0,,,41
6,,,,10
5,,,,8
2,,,,5
19,125000,,50,40
21,100000,2502,1220,49
8,,,,11
1,,,,4
21,0,2408,4760,63
21,39900,6206,630,24
21,41800,6201,120,25
19,41000,,205,52
7,,,,10
17,45000,,5000,44
16,3000,,4220,24
21,0,5002,,62
19,0,,,59
17,0,,4710,70
17,0,,,66
19,0,,4420,46
9,0,,,80
17,30000,,5820,59
21,40000,5200,710,45
21,65000,6107,3255,37
3,,,,6
2,,,,5
21,58000,2408,1410,34
21,34300,5507,50,29
,,,,0
19,26000,,3930,65
18,2300,,6440,57
19,0,,9130,49
22,63000,6402,1600,42
22,0,3301,2010,60
19,40000,,9610,34
21,34900,6000,2300,38
5,,,,8
2,,,,6
22,175000,6203,710,57
18,108000,,1020,54
24,98000,3600,2200,42
23,415000,4007,3010,43
22,60000,2309,2310,33
19,40000,,4700,34
1,,,,3
,,,,0
19,0,,8350,59
18,60000,,7240,58
24,76000,3301,1650,36
24,34100,5007,3060,29
20,35000,,120,38
13,480,,4720,18
9,,,,13
,,,,1
18,72000,,6200,39
21,88000,5098,3255,45
19,91000,,50,45
16,0,,,79
16,0,,,87
24,201000,3600,3060,56
24,415000,3600,2200,57
21,0,3700,4820,60
21,0,2102,710,58
22,0,5901,1105,62
19,0,,,64
19,0,,,62
16,17500,,4720,66
20,67000,,7200,42
16,39500,,520,43
19,86000,,700,37
19,0,,,42
6,,,,9
1,,,,5
21,35000,1902,4110,51
21,55000,5002,8965,50
16,60000,,4220,50
22,66000,3302,4920,51
16,620,,2000,18
16,29000,,5160,55
24,150000,3606,4850,65
24,0,5007,710,67
19,24500,,6420,30
21,65000,1904,430,46
21,16000,1903,9130,44
18,2000,,5860,18
18,0,,,48
16,37100,,5620,26
16,15100,,4600,28
18,47200,,5420,56
22,0,6203,3850,66
21,0,5404,,65
14,0,,9130,55
19,32000,,5250,53
19,0,,,22
19,0,,,20
17,50000,,7000,48
19,31000,,4320,58
16,35000,,5260,52
16,14000,,9350,21
16,38000,,540,55
22,15000,6203,4810,58
19,10000,,4110,20
10,0,,,78
17,0,,,71
11,6400,,4760,47
18,37000,,4250,36
24,0,5007,430,73
21,0,5200,420,71
23,54000,5506,800,40
18,53000,,6440,38
8,,,,11
21,41000,6203,5940,47
16,0,,,82
21,100000,2402,710,35
21,5000,2307,2300,37
7,,,,10
4,,,,7
2,,,,3
16,50000,,7000,47
16,5600,,4760,42
18,5000,,4760,17
11,,,,14
16,0,,5400,70
14,0,,,49
16,4500,,6230,41
2,,,,4
19,0,,,81
20,3000,,6220,31
23,67000,1103,3250,30
5,,,,8
,,,,2
,,,,2
19,0,,,19
13,22000,,4010,50
22,26000,6201,430,50
17,0,,9600,61
16,27000,,3930,60
16,3900,,7810,34
16,0,,4020,31
9,,,,12
7,,,,10
19,25000,,4320,46
16,0,,9130,50
19,130000,,1020,64
16,0,,,59
18,0,,,41
7,0,,,94
19,18000,,5700,37
19,34000,,3600,37
12,0,,9920,16
22,43000,6203,50,27
22,72000,5200,530,27
20,36000,,4020,29
11,16800,,3600,56
20,0,,,72
21,65000,3301,2320,50
